Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Country of Origin (product.metafields.custom.country_of_origin),Description of the good (product.metafields.custom.description_of_the_good),HS Code (product.metafields.custom.hs_code),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Altersgruppe (product.metafields.shopify.age-group),Farbe (product.metafields.shopify.color-pattern),Stoff (product.metafields.shopify.fabric),Größe (product.metafields.shopify.size),Eigenschaften der Badebekleidung (product.metafields.shopify.swimwear-features),Zielgeschlecht (product.metafields.shopify.target-gender),Ergänzende Produkte (product.metafields.shopify--discovery--product_recommendation.complementary_products),Ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products),Einstellungen für ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products_display),Produktboosts suchen (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sara-bottom-off-white,SARA BOTTOM,<p>Strap bottom.<br>Thin side straps.<br>Can be worn higher or lower.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Quick drying.<br>Matte finish.<br>Italian lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,OFF-WHITE,,Size,S,,,,,SS-2025-07-18,22.0,shopify,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/sara-brazilian-bikini-bottom-offwhite.jpg?v=1743750851,1,"Stylish Sara Brazilian Bikini Top made of white Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Sara Bottom - Off-White,"Strap bottom.
Thin side straps.
Can be worn higher or lower.
Decorative seam on the edges.
Opaque – fully lined.
Quick drying.
Matte finish.
Italian lycra fabric.
",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,weiss,lycra,s; m; l,verstellbarer-riemen; schnelltrocknend; leicht; elastischer-bund,weiblich,"",lorene-top-off-white; evelyn-pareo-white; miriam-scrunchie-white,only manual,,,kg,,,active
sara-bottom-off-white,,,,,,,,,OFF-WHITE,,,M,,,,,SS-2025-07-18,25.0,shopify,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/lorene-triangle-bikini-top-white.jpg?v=1743420874,2,"Stylish Lorene Triangle Bikini Top made of white Italian Lycra fabric with adjustable ties - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sara-bottom-off-white,,,,,,,,,OFF-WHITE,,,L,,,,,SS-2025-07-18,26.0,shopify,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/white-brazilian-bikini-bottom-back-bilalithelabel.jpg?v=1745168188,3,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sara-bottom-off-white,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/white-triangle-top-bikini-front.jpg?v=1744564309,4,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sara-bottom-beige,SARA BOTTOM,<p>Strap bottom.<br>Thin side straps.<br>Can be worn higher or lower.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Quick drying.<br>Matte finish.<br>Italian lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,BEIGE,,Size,S,,,,,SW-2022-07-03,22.0,shopify,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/sara-brazilian-bikini-bottom-beige.jpg?v=1743436602,1,"",false,Sara Bottom - Beige,"Strap bottom.
Thin side straps.
Can be worn higher or lower.
Decorative seam on the edges.
Opaque – fully lined.
Quick drying.
Matte finish.
Italian lycra fabric.
",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,,lycra,s; m; l,verstellbarer-riemen; schnelltrocknend; leicht; elastischer-bund,weiblich,"",lorene-top-beige; miriam-scrunchie-beige,only manual,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/sara-brazilian-bikini-bottom-beige.jpg?v=1743436602,kg,,,active
sara-bottom-beige,,,,,,,,,BEIGE,,,M,,,,,SW-2022-07-03,25.0,shopify,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/lorene-triangle-bikini-top-beige-bilalithelabel.jpg?v=1743457326,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/sara-brazilian-bikini-bottom-beige.jpg?v=1743436602,kg,,,
sara-bottom-beige,,,,,,,,,BEIGE,,,L,,,,,SW-2022-07-03,26.0,shopify,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/sara-brazilian-bikini-bottom-beige.jpg?v=1743436602,kg,,,
caecilia-bottom-black,CÄCILIA BOTTOM,<p>Sporty bottom.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Quick drying.<br>Matte finish.<br>Italian lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,BLACK,,Size,S,,,,,SW-2022-06-01,24.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/Caecilia-Bottom-Black.jpg?v=1743439020,1,BLACK,false,Cäcilia Bottom - Black ,"Sporty bottom.
Decorative seam on the edges.
Opaque – fully lined.
Quick drying.
Matte finish.
Italian lycra fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,,lycra,s; m; l,verstellbarer-riemen; schnelltrocknend; leicht; elastischer-bund,weiblich,"",alessia-top-black; alisa-top-black; sophie-top-black; evelyn-pareo-black,only manual,,,kg,,,active
caecilia-bottom-black,,,,,,,,,BLACK,,,M,,,,,SW-2022-06-01,29.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/sophie-bikini-bandeau-top-black.jpg?v=1743420489,2,"Stylish Sophie Bandeau Bikini made of black Italian Lycra fabric with adjustable straps - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
caecilia-bottom-black,,,,,,,,,BLACK,,,L,,,,,SW-2022-06-01,32.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/basic-black-brazilian-bikini-bottom-back.jpg?v=1744705725,3,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maria-bottom-black,MARIA BOTTOM,<p>V-shaped bottom.<br>Mid rise cut with high leg.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Quick drying.<br>Matte finish.<br>Italian lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,BLACK,,Size,S,,,,,SW-2022-09-01,26.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maria-bottom-black-back.jpg?v=1744718828,1,"",false,Maria Bottom - Black ,"V-shaped bottom.
Mid rise cut with high leg.
Decorative seam on the edges.
Opaque – fully lined.
Quick drying.
Matte finish.
Italian lycra fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,,lycra,s; m; l,verstellbarer-riemen; schnelltrocknend; leicht; elastischer-bund,weiblich,"",alisa-top-black; alessia-top-black; sophie-top-black,only manual,,,kg,,,active
maria-bottom-black,,,,,,,,,BLACK,,,M,,,,,SW-2022-09-01,29.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maria-brazilian-bikini-bottom-black.jpg?v=1744718828,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maria-bottom-black,,,,,,,,,BLACK,,,L,,,,,SW-2022-09-01,32.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/63578DD6-5182-4990-B354-0DD168D51965.jpg?v=1745358193,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maria-bottom-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/2B2429BA-6687-4785-8E0F-EBC86B8E17B2.jpg?v=1745358193,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxine-pareo-beige,MAXINE PAREO,"<p>Pareo wrap skirt.<br>Semi-transparent.<br>Versatile multiuse cover-up garment.<br>Can be tied on the hips.<br>Cover-up for head, shoulders or other parts from the sun light.<br>Light italian chiffon fabric.<br></p>",BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Resortwear,"basic, pareos",true,Color,BEIGE,,Size,ONE SIZE,,,,,"",34.0,shopify,deny,manual,59.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/Maxine-Pareo-Beige.jpg?v=1712566439,1,"",false,Maxine Pareo - Beige ,"Pareo wrap skirt.
Semi-transparent.
Versatile multiuse cover-up garment.
Can be tied on the hips.
Cover-up for head, shoulders or other parts from the sun light.
Light italian chiffon fabric.
",166,,adult,,new,FALSE,,,,,,,Swimwear-Cover Up,611421,FALSE,erwachsene,beige,,einheitsgrosse,leicht; schnelltrocknend; schmeichelnde-silhouette,weiblich,"",lorene-top-beige; sara-bottom-beige; miriam-scrunchie-beige,only manual,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/Maxine-Pareo-Beige.jpg?v=1712566439,kg,,,active
maxine-pareo-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/2021_05_12_bilali_the_label_1168_beige.jpg?v=1712566616,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxine-pareo-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/beige-pareo-resortwear-back.jpg?v=1744705588,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxine-pareo-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/beige-pareo-resortwear-front.jpg?v=1744705569,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giorga-top-black,GIORGIA TOP,<p>Triangle top.<br>Ultra thin straps.<br>Ties at the back and neck.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,Color,BLACK,,Size,S,,,,,SS-2025-22-01,22.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/giorgia-triangle-bikini-top-black.jpg?v=1743751039,1,"Stylish Giorgia Triangle Bikini Top made of black Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Giorgia Top - Black,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,schwarz,lycra,s; m; l,schmeichelnde-silhouette; leicht; schnelltrocknend,weiblich,"",kaia-bottom-black; evelyn-pareo-black,only manual,,,kg,,,active
giorga-top-black,,,,,,,,,BLACK,,,M,,,,,SS-2025-22-01,26.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/kaia-brazilian-bikini-bottom-black.jpg?v=1743420767,2,"Stylish Kaia Brazilian Bikini Botto made of black Italian Lycra fabric with thin adjustable ties - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
giorga-top-black,,,,,,,,,BLACK,,,L,,,,,SS-2025-22-01,30.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/black-thinstrap-triangle-bikini-top-front.jpg?v=1744705973,3,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
giorga-top-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/A9F8624A-9D1B-4983-8E69-BDCE36279A69.jpg?v=1745345438,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gilda-onepiece-black,GILDA ONEPIECE,<p>Onepiece.<br>High-rise cut with high leg.<br>Adjustable shoulder straps.<br>Deep back neckline.<br>Opaque - fully lined.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>,BILALI The Label ,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, onepiece, swimwear",true,Color,BLACK,,Size,S,,,,,SS-2025-40-01,78.0,shopify,deny,manual,159.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/gilda-onepiece-swimsuit-black.jpg?v=1743751160,1,"Stylish Gilda Onepiece Swimsuit made of black Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Gilda Onepiece - Black,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Onepiece,611421,FALSE,erwachsene,schwarz,lycra,s; m; l,schmeichelnde-silhouette; leicht; schnelltrocknend,weiblich,"",evelyn-pareo-black; michaela-dress-rose,only manual,,,kg,,,active
gilda-onepiece-black,,,,,,,,,BLACK,,,M,,,,,SS-2025-40-01,86.0,shopify,deny,manual,159.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/Gilda_Onepiece_Swimsuit_Black_Backside.jpg?v=1743418032,2,"Stylish Gilda Onepiece Swimsuit made of black Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
gilda-onepiece-black,,,,,,,,,BLACK,,,L,,,,,SS-2025-40-01,95.0,shopify,deny,manual,159.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/5239D97B-F767-4620-A96C-05B96E79A8B8.jpg?v=1744354602,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
gilda-onepiece-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/high-waist-swimsuit-black-back.jpg?v=1744564114,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arnela-top-black,ARNELA TOP,<p>Sporty top.<br>Ultra thin straps.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,Color,BLACK,,Size,S,,,,,SS-2025-24-01,25.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/arnela-bikini-top-black.jpg?v=1743750532,1,"Stylish Arnela Bikini Top made of black italian Lycra - soft, fast-drying, more comfort and perfect fit",false,Arnela Top - Black,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,schwarz,lycra,s; m; l,leicht; schmeichelnde-silhouette; schnelltrocknend,weiblich,"",kaia-bottom-black; evelyn-pareo-black,only manual,,,kg,,,active
arnela-top-black,,,,,,,,,BLACK,,,M,,,,,SS-2025-24-01,28.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/kaia-brazilian-bikini-bottom-black.jpg?v=1743420767,2,"Stylish Kaia Brazilian Bikini Botto made of black Italian Lycra fabric with thin adjustable ties - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arnela-top-black,,,,,,,,,BLACK,,,L,,,,,SS-2025-24-01,31.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/bandeau-bikini-top-black-front.jpg?v=1744564239,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arnela-top-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/black-thinstrap-bandeau-bikini-top-front-bilalithelabel.jpg?v=1745168022,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arnela-top-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/brazilian-bikini-bottom-black-back.jpg?v=1745005324,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaia-bottom-black,KAIA BOTTOM,<p>Strap  bottom.<br>Mid to high waist cut.<br>Ultra thin straps.<br>Tie straps on the side.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,BLACK,,Size,S,,,,,SS-2025-25-01,26.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/kaia-brazilian-bikini-bottom-black.jpg?v=1743420767,1,"Stylish Kaia Brazilian Bikini Botto made of black Italian Lycra fabric with thin adjustable ties - soft seam, fast-drying, more comfort and perfect fit",false,Kaia Bottom - Black ,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,schwarz,lycra,s; m; l,leicht; schmeichelnde-silhouette; schnelltrocknend,weiblich,"",arnela-top-black; giorga-top-black; evelyn-pareo-black,only manual,,,kg,,,active
kaia-bottom-black,,,,,,,,,BLACK,,,M,,,,,SS-2025-25-01,30.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/giorgia-triangle-bikini-top-black.jpg?v=1743751039,2,"Stylish Giorgia Triangle Bikini Top made of black Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kaia-bottom-black,,,,,,,,,BLACK,,,L,,,,,SS-2025-25-01,34.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/black-brazilian-bikini-bottom-front.jpg?v=1744705436,3,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kaia-bottom-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/brazilian-bikini-bottom-black-back.jpg?v=1745005324,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alisa-top-black-velvet,ALISA TOP,<p>Strapless bandeau top.<br>Adjustable closure at the back.<br>Side boning for more hold.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Velvet finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,Color,BLACK VELVET,,Size,S,,,,,SS-2025-38-21,35.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/alisa-bandeau-bikini-top-black-velvet.jpg?v=1743421921,1,"Stylish Alisa Bandeau Bikini made of black velvet fabric with adjustable back- soft seam, fast-drying, more comfort and perfect fit",false,Alisa Top - Black Velvet,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,schwarz,samt,s; m; l,schnelltrocknend; schmeichelnde-silhouette,weiblich,"",zoe-bottom-black-velvet; evelyn-pareo-black,only manual,,,kg,,,active
alisa-top-black-velvet,,,,,,,,,BLACK VELVET,,,M,,,,,SS-2025-38-21,38.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/zoe-brazilian-bikini-bottom-black-velvet.jpg?v=1744190882,2,"Stylish Zoe Brazilian Bikini  Bottom made of black velvet fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
alisa-top-black-velvet,,,,,,,,,BLACK VELVET,,,L,,,,,SS-2025-38-21,41.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/black-velvet-bandeau-bikini-top-black.jpg?v=1744706063,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
alisa-top-black-velvet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/black-velvet-brazilian-bikini-bottom-back.jpg?v=1744705123,4,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amara-top-black-velvet,AMARA TOP,<p>Butterfly triangle top.<br>Ties at the back.<br>Adjustable thin shoulders straps.<br>Ruched sides for adjustable coverage.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Velvet finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,Color,BLACK VELVET,,Size,S,,,,,SS-2025-36-21,35.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/amara-top-black-velvet.jpg?v=1743750579,1,"Stylish Amara Bikini Top made of blak velvet - soft, fast-drying, more comfort and perfect fit",false,Amara Top - Black Velvet,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,schwarz,samt,s; m; l,schnelltrocknend; leicht; schmeichelnde-silhouette; verstellbarer-riemen,weiblich,"",evelyn-pareo-black; gia-bottom-black-velvet,only manual,,,kg,,,active
amara-top-black-velvet,,,,,,,,,BLACK VELVET,,,M,,,,,SS-2025-36-21,37.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/gia-brazilian-bikini-bottom-blackvelvet.jpg?v=1743751277,2,"Stylish Gia Brazilian Bikini  Bottom made of black velvet fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
amara-top-black-velvet,,,,,,,,,BLACK VELVET,,,L,,,,,SS-2025-36-21,40.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/black-velvet-twist-bandeau-bikini-top-front.jpg?v=1746623611,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
amara-top-black-velvet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/twist-bandeau-bikini-top-front-black-velvet.jpg?v=1744705884,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amara-top-black-velvet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/black-velvet-ties-brazilian-bikini-bottom-back.jpg?v=1746623611,5,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zoe-bottom-black-velvet,ZOE BOTTOM,<p>U-Cut bottom.<br>High waist cut.<br>Ruching back detail.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Velvet finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,BLACK VELVET,,Size,S,,,,,SS-2025-39-21,32.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/zoe-brazilian-bikini-bottom-black-velvet.jpg?v=1744190882,1,"Stylish Zoe Brazilian Bikini  Bottom made of black velvet fabric - soft seam, fast-drying, more comfort and perfect fit",false,Zoe Bottom - Black Velvet,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,black-velvet,samt,s; m; l,schnelltrocknend; schmeichelnde-silhouette,weiblich,"",alisa-top-black-velvet; evelyn-pareo-black; rike-dress-champagne,only manual,,,kg,,,active
zoe-bottom-black-velvet,,,,,,,,,BLACK VELVET,,,M,,,,,SS-2025-39-21,34.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/alisa-bandeau-bikini-top-black-velvet.jpg?v=1743421921,2,"Stylish Alisa Bandeau Bikini made of black velvet fabric with adjustable back- soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
zoe-bottom-black-velvet,,,,,,,,,BLACK VELVET,,,L,,,,,SS-2025-39-21,39.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/brazilian-bikini-bottom-back-black-velvet.jpg?v=1744705664,3,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
zoe-bottom-black-velvet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/black-velvet-brazilian-bikini-bottom-back.jpg?v=1744705123,4,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
